#PS1ID,Filter,Mag,Magerr,MJD,Phot_flag,Infobits
153851661137291254,g,13.302,0.009,59152.507796,0,4096
153851661137291254,g,13.378,0.022,58235.185959,0,4096
153851661137291254,g,13.571,0.008,59324.189489,0,4096
153851661137291254,g,13.136,0.012,58894.337027,0,4096
153851661137291254,g,13.282,0.012,59308.344783,0,67112960
153851661137291254,g,13.666,0.015,58991.178843,0,4096
153851661137291254,g,13.175,0.010,58846.520266,0,4096
153851661137291254,g,13.149,0.011,58884.463517,0,4096
153851661137291254,g,13.722,0.005,59280.385928,0,4096
153851661137291254,g,13.336,0.008,58580.241320,0,4096
153851661137291254,g,13.319,0.014,58853.522708,0,4096
153851661137291254,g,13.241,0.010,58936.268860,0,4097
153851661137291254,g,13.678,0.019,59270.218020,0,4096
153851661137291254,g,13.694,0.011,59269.450583,0,4096
153851661137291254,g,13.426,0.007,59290.322815,0,4096
153851661137291254,g,13.758,0.010,59256.347565,0,4096
153851661137291254,g,13.828,0.010,58491.455568,0,4096
153851661137291254,g,13.266,0.016,59150.441023,0,4096
153851661137291254,g,13.826,0.011,58280.215303,0,4096
153851661137291254,g,13.894,0.007,58612.187087,0,4096
153851661137291254,g,13.784,0.011,58443.536300,0,4096
153851661137291254,g,13.746,0.006,59280.252575,0,4096
153851661137291254,g,13.324,0.009,58867.431419,0,4096
153851661137291254,g,13.680,0.010,59274.483185,0,4096
153851661137291254,g,13.259,0.009,58939.324881,0,4096
153851661137291254,g,13.848,0.012,58278.200663,0,4096
153851661137291254,g,13.859,0.013,59001.186198,0,4096
153851661137291254,g,13.174,0.013,58890.283447,0,4096
153851661137291254,g,13.542,0.011,59353.219981,0,4096
153851661137291254,g,13.115,0.012,58878.391470,0,4096
153851661137291254,g,13.213,0.005,58888.294617,0,4096
153851661137291254,g,13.682,0.009,58441.514399,0,4096
153851661137291254,g,13.816,0.009,58494.524117,0,4096
153851661137291254,g,13.460,0.014,58234.179787,0,4096
153851661137291254,g,13.090,0.013,58895.250044,0,4096
153851661137291254,g,13.461,0.016,58206.289304,0,4096
153851661137291254,g,13.375,0.011,58859.517807,0,4096
153851661137291254,g,13.575,0.015,58208.321119,0,67112960
153851661137291254,g,13.206,0.010,58888.293714,0,4096
153851661137291254,g,13.656,0.010,59258.368274,0,4096
153851661137291254,g,13.197,0.016,59155.523098,0,4096
153851661137291254,g,13.998,0.013,59205.430687,0,4096
153851661137291254,g,13.674,0.009,58991.177396,0,4097
153851661137291254,g,13.274,0.013,59306.305813,0,4097
153851661137291254,g,13.130,0.014,58891.243727,0,4096
153851661137291254,g,13.634,0.015,58440.491891,0,67112960
153851661137291254,g,13.797,0.013,58995.203719,0,4096
153851661137291254,g,13.343,0.015,58236.202431,0,4096
153851661137291254,g,13.602,0.010,59350.195747,0,4096
153851661137291254,g,13.357,0.009,59302.329105,0,4096
153851661137291254,g,13.702,0.011,59348.226285,0,4096
153851661137291254,g,13.609,0.012,59344.260380,0,4096
153851661137291254,g,14.029,0.011,59198.515188,0,4096
153851661137291254,g,13.261,0.012,58779.507324,0,4096
153851661137291254,g,13.558,0.011,59354.183741,0,4096
153851661137291254,g,13.848,0.012,59009.234848,0,4096
153851661137291254,g,13.622,0.005,58435.499502,0,4096
153851661137291254,g,13.123,0.016,58893.251623,0,4096
153851661137291254,g,13.120,0.012,58912.263165,0,4096
153851661137291254,g,13.626,0.008,59027.194576,0,4096
153851661137291254,g,13.202,0.009,58877.394955,0,4096
153851661137291254,g,13.818,0.007,58494.523156,0,4096
153851661137291254,g,13.516,0.009,58587.223047,0,4096
153851661137291254,g,13.406,0.011,58235.207277,0,4096
153851661137291254,g,13.421,0.007,59294.248253,0,4096
