ra,dec,infobits,field,ccdid,qid,rcid,fid,filtercode,obsdate,obsjd,exptime,filefracday,seeing,airmass,maglimit,crval1,crval2
165.81849327,38.11954073,0,713,3,1,8,1,zg,2023-05-25 06:16:05.263+00,2460089.761169,30.0,20230525261157,2.4364,1.352,20.5171,165.8184524652,38.11951294369
165.82083082,38.12530797,0,713,3,1,8,1,zg,2023-06-04 04:26:19.076+00,2460099.6849306,30.0,20230604184931,3.20463,1.143,19.27,165.8207907137,38.12528109632
165.81025311,38.11376591,33554440,713,3,1,8,1,zg,2023-06-07 06:52:00.372+00,2460102.7861111,30.0,20230607286100,5.66002,1.906,18.6821,165.8102539193,38.11376109777
165.81226013,38.11183717,100665376,713,3,1,8,1,zg,2023-06-10 07:08:22.756+00,2460105.7974769,30.0,20230610297477,2.78346,2.229,17.3717,165.8122455461,38.11182842238
165.81213635,38.11132239,0,713,3,1,8,1,zg,2023-06-16 05:48:14.902+00,2460111.7418287,30.0,20230616241806,3.15731,1.67,20.162,165.8120762084,38.11129423698
165.80906878,38.11058239,0,713,3,1,8,1,zg,2023-06-18 06:19:10.064+00,2460113.7633102,30.0,20230618263299,2.43841,2.013,20.1826,165.8090339487,38.11057428205
165.8154905,38.11559473,0,713,3,1,8,1,zg,2023-06-20 05:39:19.927+00,2460115.7356366,30.0,20230620235637,2.90427,1.72,20.1453,165.8154439305,38.11556394309
165.80615093,38.10982584,0,713,3,1,8,1,zg,2023-06-22 06:23:01.617+00,2460117.7659838,30.0,20230622265984,2.96304,2.254,19.6968,165.8061477343,38.10982677918
165.81661323,38.11286092,0,713,3,1,8,1,zg,2023-11-02 11:19:37.049+00,2460250.971956,30.0,20231102471944,3.26558,1.806,19.5118,165.8165739257,38.11282862523
165.81846171,38.11623004,0,713,3,1,8,1,zg,2023-11-04 11:45:29.321+00,2460252.989919,30.0,20231104489907,2.36466,1.563,20.1439,165.8184200235,38.11619247187
165.81800774,38.11319324,0,713,3,1,8,1,zg,2023-11-06 11:08:22.263+00,2460254.9641435,30.0,20231106464132,2.1654,1.769,20.4375,165.8179561164,38.11316893091
165.81607088,38.12165073,0,713,3,1,8,1,zg,2023-11-12 11:47:10.928+00,2460260.991088,30.0,20231112491065,2.86121,1.391,20.4955,165.8160076762,38.12161200773
165.81957515,38.11986663,67108864,713,3,1,8,1,zg,2023-11-15 11:15:30.201+00,2460263.9690972,30.0,20231115469051,3.79978,1.487,19.1434,165.8195360071,38.11982006175
165.78837007,38.12056822,0,713,3,1,8,1,zg,2023-12-09 09:15:01.66+00,2460287.8854282,30.0,20231209385428,4.45861,1.646,19.895,165.7883367216,38.12054807392
165.79793661,38.12274603,0,713,3,1,8,1,zg,2023-12-11 10:40:17.104+00,2460289.9446412,30.0,20231211444630,1.98325,1.223,20.3209,165.7978904988,38.1227110975
165.79793047,38.1254031,0,713,3,1,8,1,zg,2023-12-12 11:10:55.423+00,2460290.9659144,30.0,20231212465903,3.30006,1.139,20.4946,165.7978711142,38.12536657921
165.79138512,38.12189145,0,713,3,1,8,1,zg,2023-12-13 09:55:24.118+00,2460291.9134722,30.0,20231213413461,3.70611,1.349,20.4164,165.7913451978,38.12185876785
165.79478456,38.1259724,0,713,3,1,8,1,zg,2023-12-13 11:18:45.42+00,2460291.9713542,30.0,20231213471343,2.99329,1.116,20.7926,165.7947165568,38.12594660397
165.79336892,38.12338736,0,713,3,1,8,1,zg,2023-12-17 10:37:37.877+00,2460295.9427894,30.0,20231217442789,2.56166,1.169,19.9829,165.793322261,38.12334418887
165.79504114,38.12548306,167772160,713,3,1,8,1,zg,2023-12-17 11:24:35.071+00,2460295.9753935,30.0,20231217475394,3.11089,1.081,19.369,165.7949956099,38.12542202626
165.79258115,38.11656557,167772160,713,3,1,8,1,zg,2023-12-18 08:08:46.157+00,2460296.8394213,30.0,20231218339410,2.92437,1.897,19.9661,165.7925324038,38.11654770605
165.78942407,38.13043627,167772160,713,3,1,8,1,zg,2023-12-29 13:13:28.128+00,2460308.0510185,30.0,20231229551007,2.53939,1.024,17.9227,165.7893969033,38.1304050582
165.78717371,38.13338364,0,713,3,1,8,1,zg,2024-01-05 09:23:23.436+00,2460314.8912384,30.0,20240105391227,3.10496,1.168,20.4277,165.7871263689,38.13334355614
165.78456739,38.13640674,0,713,3,1,8,1,zg,2024-01-12 10:20:09.681+00,2460321.9306597,30.0,20240112430660,3.08325,1.037,20.6223,165.7845050399,38.13636876887
165.78414951,38.13819164,0,713,3,1,8,1,zg,2024-01-12 11:24:04.12+00,2460321.9750463,30.0,20240112475035,2.51546,1.008,20.7696,165.7840890152,38.13815438586
165.78687986,38.13671626,0,713,3,1,8,1,zg,2024-01-13 11:19:51.981+00,2460322.9721181,30.0,20240113471979,3.90369,1.008,20.3634,165.7868398542,38.13668186197
165.78855869,38.13532708,0,713,3,1,8,1,zg,2024-01-13 11:23:30.475+00,2460322.9746528,30.0,20240113474560,3.51348,1.008,20.4906,165.7884981665,38.13528679266
165.79351436,38.13550863,0,713,3,1,8,1,zg,2024-01-13 11:48:43.746+00,2460322.9921644,30.0,20240113492164,4.05427,1.012,20.3146,165.7934556207,38.13545385181
165.78807053,38.13051981,0,713,3,1,8,1,zg,2024-01-14 09:44:42.765+00,2460323.9060417,30.0,20240114405995,3.43413,1.067,20.4771,165.7880139893,38.13047142837
165.79623742,38.13239107,0,713,3,1,8,1,zg,2024-01-14 10:46:14.289+00,2460323.9487731,30.0,20240114448738,3.10771,1.015,20.6506,165.7961863364,38.132351944
165.79704523,38.13201519,67108864,713,3,1,8,1,zg,2024-01-16 12:13:44.94+00,2460326.009537,30.0,20240116509537,3.3744,1.031,20.5479,165.7969873039,38.13198068864
165.79893577,38.13139351,167772160,713,3,1,8,1,zg,2024-01-17 11:18:53.993+00,2460326.9714468,30.0,20240117471319,2.65215,1.009,19.2859,165.7988915826,38.13135520385
165.79084681,38.13101658,134217728,713,3,1,8,1,zg,2024-01-17 11:38:29.914+00,2460326.9850579,30.0,20240117484977,3.02655,1.013,20.2184,165.7908081527,38.13097853469
165.78966104,38.11498998,33554432,713,3,1,8,1,zg,2024-01-27 06:11:29.2+00,2460336.7579745,30.0,20240127257940,3.93437,1.586,18.7286,165.7896396044,38.11495588548
165.79278846,38.12410641,0,713,3,1,8,1,zg,2024-02-01 06:16:46.16+00,2460341.7616435,30.0,20240201261632,2.9001,1.447,20.3913,165.7927406625,38.12407753179
165.79396004,38.12644432,0,713,3,1,8,1,zg,2024-02-01 06:36:17.877+00,2460341.7751968,30.0,20240201275197,3.8042,1.359,20.1187,165.793906176,38.12641313722
165.79308319,38.12928567,0,713,3,1,8,1,zg,2024-02-29 06:45:51.117+00,2460369.7818403,30.0,20240229281829,2.14916,1.064,20.5498,165.7930393326,38.12924955408
165.79156701,38.13370969,67108864,713,3,1,8,1,zg,2024-03-05 07:52:15.496+00,2460374.8279514,30.0,20240305327951,2.67944,1.008,20.1547,165.7915267642,38.13366780055
165.79273933,38.12617061,67108864,713,3,1,8,1,zg,2024-03-10 08:13:31.021+00,2460379.8427083,30.0,20240310342708,2.97554,1.015,20.4593,165.7926835626,38.12613086694
165.79838452,38.13243667,100663296,713,3,1,8,1,zg,2024-03-11 07:15:53.289+00,2460380.8026968,30.0,20240311302662,2.54482,1.011,17.7629,165.7983568478,38.13239868518
165.7979601,38.1329874,0,713,3,1,8,1,zg,2024-03-14 09:09:32.564+00,2460383.8816204,30.0,20240314381551,3.64567,1.079,20.3554,165.7979157831,38.13294465845
165.79009584,38.13369683,0,713,3,1,8,1,zg,2024-03-19 06:47:45.84+00,2460388.7831597,30.0,20240319283148,2.19524,1.01,20.3123,165.7900348813,38.13366243068
165.79740241,38.13164914,0,713,3,1,8,1,zg,2024-03-21 08:16:08.885+00,2460390.844537,30.0,20240321344537,2.7389,1.048,19.5793,165.7973463769,38.13161899832
165.79682322,38.12663871,0,713,3,1,8,1,zg,2024-03-23 09:49:09.612+00,2460392.9091319,30.0,20240323409120,3.60566,1.241,18.8301,165.7967865703,38.1266012787
165.79114704,38.13160907,0,713,3,1,8,1,zg,2024-03-27 08:50:57.254+00,2460396.8687153,30.0,20240327368704,3.65628,1.135,19.3565,165.7911001536,38.13157379913
165.8002427,38.12492808,0,713,3,1,8,1,zg,2024-04-22 04:52:22.805+00,2460422.7030324,30.0,20240422203032,1.69443,1.008,20.1118,165.8001945817,38.12489356427
165.79699765,38.12654264,0,713,3,1,8,1,zg,2024-04-24 06:53:28.176+00,2460424.7871296,30.0,20240424287118,3.09584,1.121,19.1946,165.7969655991,38.1265126142
165.80040779,38.12274479,0,713,3,1,8,1,zg,2024-05-11 07:11:24.693+00,2460441.7995833,30.0,20240511299560,3.17849,1.365,19.5794,165.8003662997,38.12270764718
165.80357593,38.12300388,0,713,3,1,8,1,zg,2024-05-19 05:21:15.396+00,2460449.7230903,30.0,20240519223079,3.27254,1.132,19.6021,165.803526278,38.12296642007
165.79709758,38.1172485,67108864,713,3,1,8,1,zg,2024-06-03 05:50:50.435+00,2460464.7436343,30.0,20240603243623,2.90563,1.408,19.9628,165.797050641,38.11721217782
165.80410312,38.10223916,33554432,713,3,1,8,1,zg,2024-10-17 12:23:51.522+00,2460601.0165625,30.0,20241017516563,4.09957,1.771,18.4592,165.8040673255,38.10219791545
165.80860354,38.10532488,0,713,3,1,8,1,zg,2024-10-26 12:20:58.103+00,2460610.0145602,30.0,20241026514549,3.22652,1.545,20.0662,165.8085431947,38.10527952197
165.78561842,38.11667859,8,713,3,1,8,1,zg,2024-11-07 11:23:50.092+00,2460621.9748843,30.0,20241107474873,5.62181,1.607,19.6129,165.7855939599,38.11662686751
165.80010204,38.11627139,100663296,713,3,1,8,1,zg,2024-12-02 12:14:55.951+00,2460647.0103588,30.0,20241202510359,2.95521,1.089,19.7999,165.8000533352,38.11623707451
165.79995426,38.12308118,106954752,713,3,1,8,1,zg,2024-12-04 12:11:34.503+00,2460649.0080324,30.0,20241204507986,2.7788,1.083,18.6358,165.7999353675,38.12303775942
165.79836729,38.11910085,0,713,3,1,8,1,zg,2024-12-06 12:23:19.769+00,2460651.0161921,30.0,20241206516192,3.01243,1.057,20.5772,165.7983144414,38.11906696778
165.79955884,38.12773851,100663296,713,3,1,8,1,zg,2024-12-28 09:43:33.665+00,2460672.9052431,30.0,20241228405243,3.46466,1.188,18.3312,165.799530629,38.12770586392
165.79910848,38.12132458,0,713,3,1,8,1,zg,2025-01-04 10:06:40.791+00,2460679.9212963,30.0,20250104421296,3.5818,1.087,20.3377,165.7990641504,38.12129434784
165.78877075,38.12996966,0,713,3,1,8,1,zg,2025-01-15 10:28:32.703+00,2460690.9364815,30.0,20250115436481,4.39202,1.021,18.9019,165.7887370101,38.12994652751
165.79944176,38.12022167,100663296,713,3,1,8,1,zg,2025-02-09 12:52:21.24+00,2460716.0363542,30.0,20250209536343,2.69152,1.297,18.109,165.7994071297,38.12020017053
165.79427721,38.12430375,0,713,3,1,8,1,zg,2025-05-19 06:54:09.489+00,2460814.7876042,30.0,20250519287604,4.37557,1.424,19.7307,165.7942280527,38.12428580718
165.79340089,38.10655004,0,713,3,1,8,1,zg,2025-05-22 07:29:30.593+00,2460817.8121528,30.0,20250522312118,2.58582,1.705,20.2596,165.7933666758,38.10652416743
165.80144415,38.11723031,0,713,3,1,8,1,zg,2025-05-24 04:41:49.09+00,2460819.695706,30.0,20250524195671,2.57431,1.095,20.7272,165.801389512,38.11719293732
165.79712061,38.11556171,0,713,3,1,8,1,zg,2025-05-26 04:52:50.204+00,2460821.7033565,30.0,20250526203148,2.5604,1.129,20.6065,165.7970812467,38.11553915419
165.79796231,38.12656734,0,713,3,1,8,1,zg,2025-05-28 04:29:14.07+00,2460823.686956,30.0,20250528186921,2.01447,1.1,20.8798,165.7979026175,38.12652516981
165.80329313,38.11354749,67108864,713,3,1,8,1,zg,2025-10-22 12:33:24.974+00,2460971.0231944,30.0,20251022523194,2.61028,1.571,19.2621,165.8032559388,38.1135123923
165.80774982,38.11111725,4194304,713,3,1,8,1,zg,2025-11-01 11:45:31.517+00,2460980.9899421,30.0,20251101489942,2.96754,1.626,20.3621,165.8076884664,38.11109136675
165.80431653,38.1141369,0,713,3,1,8,1,zg,2025-12-08 10:08:38.09+00,2461017.922662,30.0,20251208422650,2.41717,1.367,19.807,165.8042694598,38.11409822365
165.8092621,38.11814013,0,713,3,1,8,1,zg,2025-12-12 12:48:27.113+00,2461022.0336458,30.0,20251212533634,1.9525,1.018,20.8242,165.8091907156,38.11809980437
165.80928181,38.1120892,0,713,3,1,8,1,zg,2025-12-17 12:44:55.775+00,2461027.0311921,30.0,20251217531169,2.41556,1.011,20.3748,165.8092206554,38.11205981474
165.81100039,38.118136,0,713,3,1,8,1,zg,2025-12-19 12:44:27.76+00,2461029.0308681,30.0,20251219530764,2.00843,1.01,21.0879,165.8109374732,38.11809586812
165.81151184,38.1157425,4194304,713,3,1,8,1,zg,2025-12-21 10:53:45.084+00,2461030.9539931,30.0,20251221453982,2.34618,1.101,21.0248,165.8114412438,38.11569385307
165.79287625,38.1185057,0,713,3,1,8,1,zg,2025-12-28 09:51:44.44+00,2461037.9109259,30.0,20251228410914,4.45874,1.17,20.0425,165.7928082636,38.11845636894
165.79223626,38.12880184,0,713,3,1,8,1,zg,2026-01-09 09:39:27.953+00,2461049.9023958,30.0,20260109402396,3.51572,1.101,19.8823,165.7921754564,38.12875929435
165.80164092,38.11403901,0,713,3,1,8,1,zg,2026-01-13 09:45:33.01+00,2461053.9066204,30.0,20260113406620,3.40663,1.068,20.4298,165.8015753177,38.1140161324
165.8036971,38.12204536,0,713,3,1,8,1,zg,2026-01-15 12:47:02.998+00,2461056.032662,30.0,20260115532662,3.16516,1.063,20.4466,165.8036321913,38.12199779982
165.80152378,38.12178336,0,713,3,1,8,1,zg,2026-01-17 12:49:18.162+00,2461058.0342361,30.0,20260117534225,3.29272,1.076,20.2318,165.8014745941,38.12174624231
165.80670434,38.119317,0,713,3,1,8,1,zg,2026-01-19 09:47:47.829+00,2461059.9081829,30.0,20260119408183,2.21556,1.04,20.9516,165.8066574506,38.1192805303
165.80187685,38.12291242,4194304,713,3,1,8,1,zg,2026-01-21 10:47:39.399+00,2461061.9497569,30.0,20260121449745,2.26472,1.008,20.9871,165.8018229502,38.12287082807
165.80660191,38.12221303,0,713,3,1,8,1,zg,2026-01-31 10:07:26.199+00,2461071.9218287,30.0,20260131421794,2.91921,1.008,19.3577,165.8065533718,38.12218532062
165.80698922,38.11955044,0,713,3,1,8,1,zg,2026-02-02 09:11:49.698+00,2461073.883206,30.0,20260202383183,1.92292,1.025,19.4379,165.8069334919,38.11950823521
165.79947702,38.11464305,0,713,3,1,8,1,zg,2026-02-04 10:17:18.93+00,2461075.9286806,30.0,20260204428681,2.71524,1.011,19.6295,165.7994130358,38.11459341881
165.80119078,38.11595494,0,713,3,1,8,1,zg,2026-02-06 10:53:55.145+00,2461077.9541088,30.0,20260206454097,2.47147,1.035,20.1356,165.8011350486,38.11592368774
