ra,dec,infobits,field,ccdid,qid,rcid,fid,filtercode,obsdate,obsjd,exptime,filefracday,seeing,airmass,maglimit,crval1,crval2
165.80159596,38.08240247,0,713,3,1,8,1,zg,2020-05-30 05:22:02.817+00,2458999.7236343,30.0,20200530223634,2.33802,1.242,20.2525,165.8015430767,38.0823833863
165.81251822,38.09384512,0,713,3,1,8,1,zg,2020-06-01 04:06:38.233+00,2459001.6712731,30.0,20200601171273,1.9357,1.091,20.0381,165.8124637979,38.09381903838
165.80464855,38.09124651,0,713,3,1,8,1,zg,2020-06-01 04:29:03.409+00,2459001.6868403,30.0,20200601186840,2.03907,1.131,19.9268,165.8046102284,38.09121042705
165.80567582,38.0863891,0,713,3,1,8,1,zg,2020-06-09 05:40:05.089+00,2459009.7361574,30.0,20200609236157,3.2792,1.472,20.1952,165.8056665628,38.08636672393
165.80317415,38.07989313,0,713,3,1,8,1,zg,2020-06-13 05:28:33.038+00,2459013.7281597,30.0,20200613228148,2.53274,1.494,20.4744,165.8031339721,38.07987952743
165.80990988,38.08036302,0,713,3,1,8,1,zg,2020-06-17 05:17:07.315+00,2459017.7202199,30.0,20200617220220,2.78777,1.518,20.5787,165.8098671227,38.08034484102
165.80790744,38.08893505,0,713,3,1,8,1,zg,2020-06-20 04:52:56.119+00,2459020.7034259,30.0,20200620203414,1.9418,1.452,20.9079,165.8078531317,38.08891170212
165.8052409,38.08370191,0,713,3,1,8,1,zg,2020-06-23 05:16:11.381+00,2459023.7195718,30.0,20200623219572,2.22445,1.66,20.6174,165.8051886122,38.08367955094
165.80520096,38.08533294,0,713,3,1,8,1,zg,2020-06-27 04:44:03.155+00,2459027.6972569,30.0,20200627197188,2.23163,1.554,19.9895,165.8051710565,38.08531583977
165.80061032,38.08527098,0,713,3,1,8,1,zg,2020-07-03 04:48:24.39+00,2459033.7002778,30.0,20200703200278,2.90848,1.747,19.3569,165.8005662915,38.08526061436
165.80333339,38.07997996,33554440,713,3,1,8,1,zg,2020-07-07 05:08:49.864+00,2459037.714456,30.0,20200707214456,5.45738,2.101,18.7034,165.8033047155,38.07993862322
165.80847853,38.05918214,0,713,3,1,8,1,zg,2020-10-18 12:12:52.523+00,2459141.0089352,30.0,20201018508935,3.03783,1.832,20.3462,165.8084383048,38.05915893591
165.81183589,38.06918292,0,713,3,1,8,1,zg,2020-10-20 11:54:38.629+00,2459142.9962731,30.0,20201020496273,2.09635,1.929,20.9208,165.8118060835,38.069156635
165.81282717,38.10022312,0,713,3,1,8,1,zg,2020-10-22 12:12:59.941+00,2459145.0090162,30.0,20201022509016,2.42422,1.701,20.952,165.812793033,38.10020251295
165.7919654,38.09708288,0,713,3,1,8,1,zg,2020-10-28 10:37:55.374+00,2459150.9429977,30.0,20201028442986,3.3392,2.525,19.1441,165.7919570792,38.09707977533
165.80833062,38.10914123,0,713,3,1,8,1,zg,2020-10-30 12:13:50.062+00,2459153.0096065,30.0,20201030509595,2.66612,1.496,19.6345,165.8082836356,38.10911551771
165.81952535,38.10750458,0,713,3,1,8,1,zg,2020-11-02 12:35:31.776+00,2459156.0246644,30.0,20201102524664,2.12073,1.341,20.0177,165.8194669306,38.10746665168
165.82200546,38.103601,0,713,3,1,8,1,zg,2020-11-05 11:50:25.316+00,2459158.9933449,30.0,20201105493310,3.25674,1.495,19.5662,165.821960863,38.10357760065
165.80720974,38.11293686,0,713,3,1,8,1,zg,2020-11-12 12:22:22.696+00,2459166.0155324,30.0,20201112515532,1.95896,1.249,21.1331,165.8071621928,38.11289482685
165.81502284,38.11525292,0,713,3,1,8,1,zg,2020-11-15 12:14:34.821+00,2459169.0101157,30.0,20201115510116,2.34929,1.237,20.9045,165.8149774697,38.11521341352
165.82029673,38.10480062,0,713,3,1,8,1,zg,2020-11-17 11:42:07.137+00,2459170.987581,30.0,20201117487569,2.19737,1.32,20.9667,165.8202435326,38.10477373064
165.81040109,38.10755532,0,713,3,1,8,1,zg,2020-11-20 11:41:13.045+00,2459173.9869444,30.0,20201120486944,2.44421,1.281,20.7577,165.8103564697,38.10752581921
165.81208896,38.10927827,0,713,3,1,8,1,zg,2020-11-23 11:59:47.571+00,2459176.9998495,30.0,20201123499815,2.67961,1.191,20.8708,165.812043643,38.10924022473
165.80424815,38.11133186,0,713,3,1,8,1,zg,2020-11-26 11:41:24.173+00,2459179.9870833,30.0,20201126487072,2.76361,1.208,20.9433,165.8041924483,38.11129401268
165.80696272,38.12145235,0,713,3,1,8,1,zg,2020-11-28 12:44:29.416+00,2459182.0308912,30.0,20201128530845,2.74276,1.069,20.4462,165.8069117802,38.12141603944
165.80779051,38.11488831,0,713,3,1,8,1,zg,2020-12-01 10:41:47.683+00,2459184.9456829,30.0,20201201445683,2.16035,1.34,19.7536,165.8077510554,38.11486149773
165.80433392,38.12845798,8,713,3,1,8,1,zg,2020-12-03 12:54:31.865+00,2459187.0378588,30.0,20201203537627,5.06794,1.037,19.1339,165.8042894453,38.12843457066
165.81285475,38.114788,67108864,713,3,1,8,1,zg,2020-12-05 11:24:27.805+00,2459188.9753125,30.0,20201205475312,3.23965,1.162,19.7143,165.8128095394,38.11474805452
165.80832618,38.1165268,0,713,3,1,8,1,zg,2020-12-10 10:40:20.222+00,2459193.9446759,30.0,20201210444664,2.67732,1.225,20.7136,165.8082777096,38.11649147218
165.80506777,38.11802705,0,713,3,1,8,1,zg,2020-12-15 12:18:50.885+00,2459199.0130787,30.0,20201215513079,2.76325,1.028,20.8299,165.805012937,38.11798263477
165.81432312,38.1206287,67108864,713,3,1,8,1,zg,2020-12-17 11:18:10.16+00,2459200.9709491,30.0,20201217470938,2.20438,1.086,20.2032,165.8142773957,38.12059370312
165.81360579,38.11274836,0,713,3,1,8,1,zg,2020-12-20 09:18:12.164+00,2459203.8876389,30.0,20201220387627,2.88117,1.376,20.5903,165.813537374,38.11270510997
165.81383224,38.11296335,0,713,3,1,8,1,zg,2020-12-22 10:16:22.223+00,2459205.9280324,30.0,20201222428032,2.37476,1.165,20.7562,165.8137716638,38.11293032285
165.80839737,38.12568216,0,713,3,1,8,1,zg,2021-01-01 10:09:44.398+00,2459215.9234259,30.0,20210101423426,3.64369,1.101,18.9253,165.8083882543,38.12564496512
165.81092774,38.12536879,0,713,3,1,8,1,zg,2021-01-03 10:41:02.666+00,2459217.945162,30.0,20210103445162,2.21698,1.048,20.0496,165.8108839253,38.12533137821
165.81350056,38.1220507,0,713,3,1,8,1,zg,2021-01-05 10:17:06.245+00,2459219.9285417,30.0,20210105428542,2.43557,1.067,20.3621,165.8134384809,38.12200641152
165.81785484,38.12142024,0,713,3,1,8,1,zg,2021-01-07 11:29:35.637+00,2459221.9788773,30.0,20210107478773,2.41367,1.009,20.7009,165.8178045806,38.12138882781
165.81369093,38.11933248,0,713,3,1,8,1,zg,2021-01-09 09:52:37.801+00,2459223.9115394,30.0,20210109411505,3.07916,1.079,20.7033,165.8136459175,38.11930180499
165.81154732,38.11632491,0,713,3,1,8,1,zg,2021-01-11 10:42:15.8+00,2459225.9460069,30.0,20210111446007,4.17445,1.022,20.3479,165.8115024532,38.11629435831
165.81107403,38.1181671,0,713,3,1,8,1,zg,2021-01-15 10:43:36.643+00,2459229.9469444,30.0,20210115446944,3.55751,1.014,20.5458,165.8110301224,38.11813195842
165.8252276,38.11702674,0,713,3,1,8,1,zg,2021-01-17 10:22:40.967+00,2459231.9324074,30.0,20210117432407,2.22488,1.019,21.0979,165.8251779069,38.11698871838
165.80820979,38.1217368,0,713,3,1,8,1,zg,2021-02-03 09:53:10.584+00,2459248.9119213,30.0,20210203411921,2.04887,1.008,20.6173,165.8081668802,38.12170552697
165.81416553,38.12254217,0,713,3,1,8,1,zg,2021-02-05 08:46:43.612+00,2459250.8657755,30.0,20210205365775,3.20631,1.034,20.6873,165.8141270214,38.12249959605
165.81186778,38.12307485,100663296,713,3,1,8,1,zg,2021-02-09 10:44:44.655+00,2459254.9477315,30.0,20210209447685,2.0873,1.038,20.2312,165.8118298835,38.12304006713
165.81254607,38.12111732,0,713,3,1,8,1,zg,2021-02-11 08:13:07.815+00,2459256.8424421,30.0,20210211342442,2.3688,1.043,21.0705,165.8124918244,38.12108047413
165.80922136,38.11737812,0,713,3,1,8,1,zg,2021-02-13 08:42:54.528+00,2459258.863125,30.0,20210213363125,2.32001,1.016,20.7573,165.8091742249,38.11734750024
165.81035272,38.12506125,0,713,3,1,8,1,zg,2021-02-17 07:49:28.473+00,2459262.8260185,30.0,20210217326018,3.08618,1.043,20.7429,165.810292786,38.12502941209
165.80841588,38.13120333,4194304,713,3,1,8,1,zg,2021-02-19 08:22:07.23+00,2459264.8486921,30.0,20210219348692,1.82905,1.015,21.284,165.8083542087,38.13117259131
165.76006194,38.10873373,0,713,3,1,8,1,zg,2021-02-21 09:52:19.834+00,2459266.911331,30.0,20210221411331,3.52093,1.034,20.3441,165.7600091456,38.10869407528
165.75573306,38.10450792,0,713,3,1,8,1,zg,2021-02-22 05:30:40.769+00,2459267.7296296,30.0,20210222229502,3.03988,1.284,19.8995,165.7556961897,38.10446849844
165.76050989,38.10617441,0,713,3,1,8,1,zg,2021-02-22 08:44:13.579+00,2459267.8640394,30.0,20210222364039,2.58708,1.008,20.3023,165.7604520672,38.1061458416
165.75799699,38.09169884,0,713,3,1,8,1,zg,2021-02-23 04:07:26.923+00,2459268.6718287,30.0,20210223171829,2.28511,1.685,19.8752,165.7579522348,38.09166294569
165.76557148,38.09358795,0,713,3,1,8,1,zg,2021-02-23 05:09:06.865+00,2459268.7146528,30.0,20210223214653,2.22583,1.349,20.0733,165.7655185578,38.09354649201
165.76258162,38.09877651,0,713,3,1,8,1,zg,2021-02-24 05:25:54.788+00,2459269.7263194,30.0,20210224226319,1.72762,1.273,20.1275,165.762539505,38.09874344509
165.76605249,38.10634556,0,713,3,1,8,1,zg,2021-02-24 10:41:23.764+00,2459269.9454051,30.0,20210224445405,2.13452,1.112,20.0904,165.7659887557,38.10630475887
165.76944006,38.10046868,0,713,3,1,8,1,zg,2021-02-25 05:06:30.166+00,2459270.7128472,30.0,20210225212847,2.30452,1.328,19.4898,165.7693870115,38.10044222805
165.76434704,38.10672137,0,713,3,1,8,1,zg,2021-02-25 09:08:00.698+00,2459270.8805556,30.0,20210225380486,2.21713,1.016,19.7217,165.7643037695,38.10669112885
165.76837097,38.10565308,0,713,3,1,8,1,zg,2021-02-26 08:53:16.979+00,2459271.8703241,30.0,20210226370255,2.65064,1.012,19.3089,165.7683202254,38.10561006354
165.76138123,38.09480256,1,713,3,1,8,1,zg,2021-02-27 03:55:03.862+00,2459272.6632292,30.0,20210227163229,2.36797,1.662,18.9179,165.7613338034,38.0947693382
165.76441006,38.10831628,0,713,3,1,8,1,zg,2021-02-27 09:10:03.364+00,2459272.8819792,30.0,20210227381979,2.43889,1.021,19.1636,165.7643636216,38.10827977148
165.76545428,38.1098159,0,713,3,1,8,1,zg,2021-02-28 06:55:00.104+00,2459273.7881944,30.0,20210228288183,3.63224,1.054,18.8169,165.7653973001,38.1097772654
165.76071349,38.09615654,8,713,3,1,8,1,zg,2021-03-01 04:51:57.67+00,2459274.7027431,30.0,20210301202743,4.96628,1.324,18.8236,165.760687047,38.09612796018
165.76144609,38.0982362,33554440,713,3,1,8,1,zg,2021-03-01 05:08:02.258+00,2459274.713912,30.0,20210301213912,5.10572,1.267,18.7976,165.7614077105,38.09819804899
165.75868062,38.11619008,0,713,3,1,8,1,zg,2021-03-01 11:28:24.942+00,2459274.9780556,30.0,20210301478056,3.81972,1.279,19.0636,165.758639925,38.11613697987
165.75651345,38.09979682,0,713,3,1,8,1,zg,2021-03-02 03:57:46.477+00,2459275.6651157,30.0,20210302165069,2.84028,1.566,20.4124,165.7564786355,38.09976837614
165.81000952,38.11995634,0,713,3,1,8,1,zg,2021-03-03 05:21:31.885+00,2459276.7232755,30.0,20210303223275,2.24775,1.204,20.9167,165.8099488993,38.11990727676
165.81311131,38.13000083,0,713,3,1,8,1,zg,2021-03-05 06:24:25.402+00,2459278.766956,30.0,20210305266933,2.85173,1.068,20.7359,165.8130661979,38.12996775164
165.81262639,38.13329191,0,713,3,1,8,1,zg,2021-03-05 07:14:55.294+00,2459278.8020255,30.0,20210305302014,2.34029,1.021,21.0218,165.8125840492,38.13326494124
165.81368857,38.11256947,0,713,3,1,8,1,zg,2021-03-07 05:55:06.949+00,2459280.7465972,30.0,20210307246597,2.05708,1.099,21.3133,165.8136343047,38.11253559206
165.81394173,38.1128344,0,713,3,1,8,1,zg,2021-03-07 05:56:28.199+00,2459280.7475463,30.0,20210307247546,2.10107,1.097,21.2687,165.813889947,38.1127968484
165.81568821,38.11598021,0,713,3,1,8,1,zg,2021-03-07 09:08:30.452+00,2459280.8809028,30.0,20210307380903,3.16502,1.044,20.3732,165.815639114,38.11594811416
165.8079386,38.12346418,0,713,3,1,8,1,zg,2021-03-08 07:59:09.248+00,2459281.8327431,30.0,20210308332720,3.15405,1.009,20.9236,165.8079041886,38.12342331429
165.80378465,38.12604271,0,713,3,1,8,1,zg,2021-03-17 05:29:49.937+00,2459290.7290394,30.0,20210317229039,2.39308,1.078,20.9118,165.8037360392,38.1260076467
165.80549154,38.12900205,0,713,3,1,8,1,zg,2021-03-17 07:25:42.293+00,2459290.8095139,30.0,20210317309514,2.34463,1.009,21.0656,165.8054366755,38.12896636003
165.81157894,38.12945956,0,713,3,1,8,1,zg,2021-03-17 07:38:02.747+00,2459290.8180787,30.0,20210317318009,2.43417,1.012,20.9416,165.8115254018,38.1294224357
165.80967752,38.12745342,0,713,3,1,8,1,zg,2021-03-18 06:40:48.893+00,2459291.7783333,30.0,20210318278333,2.56693,1.013,20.8921,165.8096195217,38.12741313419
165.80918154,38.12514144,0,713,3,1,8,1,zg,2021-03-19 06:51:45.235+00,2459292.7859375,30.0,20210319285938,2.00979,1.009,21.1213,165.8091249608,38.12510776094
165.81324137,38.12490228,0,713,3,1,8,1,zg,2021-03-19 07:24:11.759+00,2459292.8084606,30.0,20210319308449,1.94104,1.01,21.1563,165.8131831861,38.12486299951
165.81633523,38.1251182,0,713,3,1,8,1,zg,2021-03-19 07:36:26.104+00,2459292.8169676,30.0,20210319316898,2.1072,1.014,21.0927,165.8162793204,38.12508476495
165.81011445,38.12382567,0,713,3,1,8,1,zg,2021-03-20 06:52:27.272+00,2459293.7864236,30.0,20210320286412,2.05947,1.009,21.0584,165.8100585213,38.1237989237
165.8140745,38.11951246,0,713,3,1,8,1,zg,2021-03-21 04:16:29.87+00,2459294.6781134,30.0,20210321178113,2.7945,1.19,20.2583,165.8140256511,38.1194773021
165.80981411,38.12216483,0,713,3,1,8,1,zg,2021-03-21 05:50:53.902+00,2459294.743669,30.0,20210321243669,2.286,1.036,20.5683,165.809761673,38.12213062719
165.80899582,38.12641103,0,713,3,1,8,1,zg,2021-03-22 07:00:11.564+00,2459295.791794,30.0,20210322291794,3.01878,1.008,20.0953,165.8089338228,38.12636698402
165.81093002,38.1277701,0,713,3,1,8,1,zg,2021-03-24 05:49:45.557+00,2459297.7428819,30.0,20210324242882,2.75805,1.028,19.6673,165.8108763655,38.12773328274
165.80955022,38.1238012,0,713,3,1,8,1,zg,2021-03-27 07:49:16.091+00,2459300.8258796,30.0,20210327325868,2.89335,1.043,19.084,165.809504777,38.12377493739
165.80803968,38.11342659,0,713,3,1,8,1,zg,2021-03-29 07:47:51.73+00,2459302.8248958,30.0,20210329324896,1.90726,1.05,19.7412,165.8079904334,38.11339257975
165.81570536,38.11870618,0,713,3,1,8,1,zg,2021-03-31 05:13:32.111+00,2459304.7177315,30.0,20210331217720,2.23116,1.035,20.3478,165.8156499771,38.11867402877
165.81171161,38.1190188,0,713,3,1,8,1,zg,2021-04-02 07:14:37.909+00,2459306.8018171,30.0,20210402301817,1.87672,1.034,21.0166,165.8116547664,38.11898474109
165.81155792,38.11896261,0,713,3,1,8,1,zg,2021-04-02 07:15:58.926+00,2459306.8027546,30.0,20210402302755,2.03876,1.035,20.9462,165.8115165135,38.11893720713
165.81600262,38.11948038,4194304,713,3,1,8,1,zg,2021-04-03 06:46:05.389+00,2459307.7820023,30.0,20210403282002,2.17051,1.018,21.1323,165.8159620617,38.11944846484
165.816815,38.1165814,67108864,713,3,1,8,1,zg,2021-04-04 08:10:54.819+00,2459308.8409028,30.0,20210404340903,2.12535,1.117,20.3026,165.816764855,38.11655417938
165.81372734,38.11712821,0,713,3,1,8,1,zg,2021-04-04 08:12:16.158+00,2459308.8418519,30.0,20210404341840,2.15514,1.119,20.508,165.8136766491,38.11709279871
165.82012307,38.11502243,0,713,3,1,8,1,zg,2021-04-05 04:11:06.512+00,2459309.674375,30.0,20210405174375,1.98206,1.084,21.036,165.8200728567,38.11498710566
165.81882584,38.11573137,0,713,3,1,8,1,zg,2021-04-06 06:18:35.298+00,2459310.7629051,30.0,20210406262859,2.12707,1.011,21.1979,165.818771029,38.11569670131
165.81877551,38.11570669,0,713,3,1,8,1,zg,2021-04-06 06:19:56.811+00,2459310.7638426,30.0,20210406263843,2.25471,1.012,21.1523,165.8187265369,38.11567487468
165.81816031,38.11881936,0,713,3,1,8,1,zg,2021-04-07 05:23:07.118+00,2459311.7243866,30.0,20210407224375,2.25369,1.013,20.9588,165.8181072149,38.11878935871
165.81470199,38.11907443,0,713,3,1,8,1,zg,2021-04-08 05:51:05.234+00,2459312.7438079,30.0,20210408243785,2.4578,1.008,20.9366,165.8146589124,38.11903911822
165.81512465,38.1190206,0,713,3,1,8,1,zg,2021-04-08 05:52:26.234+00,2459312.7447454,30.0,20210408244745,2.6446,1.008,20.8431,165.8150852981,38.11899120021
165.81675419,38.11913888,4194304,713,3,1,8,1,zg,2021-04-09 05:40:28.062+00,2459313.7364236,30.0,20210409236424,2.00618,1.008,21.1271,165.8167037551,38.11910967513
165.81280946,38.11820773,4194304,713,3,1,8,1,zg,2021-04-10 05:51:14.482+00,2459314.743912,30.0,20210410243900,1.88816,1.009,21.3007,165.8127530192,38.11817031443
165.81324885,38.11818479,4194304,713,3,1,8,1,zg,2021-04-10 05:52:35.626+00,2459314.7448495,30.0,20210410244850,1.96392,1.009,21.2432,165.8131971422,38.11814824908
165.80908903,38.11587994,0,713,3,1,8,1,zg,2021-04-12 07:54:19.771+00,2459316.8293866,30.0,20210412329387,2.38145,1.146,21.1818,165.8090412925,38.11584346813
165.80844397,38.12503562,0,713,3,1,8,1,zg,2021-04-15 06:28:42.553+00,2459319.7699306,30.0,20210415269931,4.68563,1.038,20.2935,165.8084095496,38.12499715501
165.81522151,38.12115713,0,713,3,1,8,1,zg,2021-04-18 04:43:49.518+00,2459322.6970949,30.0,20210418197095,2.23106,1.012,20.6518,165.8151616241,38.12111447709
165.81747333,38.11795868,0,713,3,1,8,1,zg,2021-04-20 04:28:47.805+00,2459324.6866551,30.0,20210420186655,1.85632,1.014,20.6287,165.8174148547,38.1179238356
165.81454219,38.12360659,0,713,3,1,8,1,zg,2021-04-24 05:14:17.064+00,2459328.7182407,30.0,20210424218241,2.08766,1.014,19.76,165.8144867792,38.12357107324
165.81087535,38.11635082,0,713,3,1,8,1,zg,2021-04-25 07:43:30.778+00,2459329.821875,30.0,20210425321840,2.58108,1.251,19.3925,165.8108299844,38.11631986582
165.8185713,38.11186392,4194304,713,3,1,8,1,zg,2021-04-30 04:53:00.793+00,2459334.7034722,30.0,20210430203472,1.85916,1.015,21.1708,165.8185190547,38.11182899866
165.80877588,38.11634404,0,713,3,1,8,1,zg,2021-05-01 05:54:43.984+00,2459335.746331,30.0,20210501246331,2.43566,1.07,20.4554,165.8087368532,38.11631663289
165.80982171,38.11584591,0,713,3,1,8,1,zg,2021-05-02 05:49:27.8+00,2459336.7426736,30.0,20210502242674,2.38693,1.068,21.076,165.8097812023,38.11581881565
165.8098316,38.11596755,0,713,3,1,8,1,zg,2021-05-02 05:50:48.517+00,2459336.7436111,30.0,20210502243611,2.33121,1.07,21.1012,165.8097882412,38.11592281476
165.81519564,38.1197019,0,713,3,1,8,1,zg,2021-05-04 04:45:41.424+00,2459338.6983912,30.0,20210504198391,1.93625,1.018,21.1193,165.8151434439,38.11966988898
165.81530297,38.119632,4194304,713,3,1,8,1,zg,2021-05-04 04:47:02.044+00,2459338.6993171,30.0,20210504199317,1.96611,1.019,21.1187,165.8152425011,38.11959002007
165.82053971,38.11740258,0,713,3,1,8,1,zg,2021-05-05 05:12:36.133+00,2459339.7170833,30.0,20210505217072,1.84258,1.04,21.1917,165.8204905617,38.11736168384
165.81621733,38.11707617,0,713,3,1,8,1,zg,2021-05-06 04:46:16.657+00,2459340.6987963,30.0,20210506198796,1.88175,1.023,21.1746,165.8161651612,38.11703960044
165.81669597,38.11739182,0,713,3,1,8,1,zg,2021-05-06 04:47:37.645+00,2459340.6997338,30.0,20210506199734,1.87646,1.024,21.1915,165.8166481738,38.11736517413
165.81626048,38.12234242,0,713,3,1,8,1,zg,2021-05-07 04:11:48.991+00,2459341.6748611,30.0,20210507174861,2.2529,1.01,21.0698,165.8162127896,38.12230635932
165.81637511,38.11492737,0,713,3,1,8,1,zg,2021-05-08 05:45:59.947+00,2459342.7402662,30.0,20210508240266,2.34854,1.097,21.0609,165.8163154262,38.11488564752
165.81059777,38.11712785,0,713,3,1,8,1,zg,2021-05-09 05:50:09.655+00,2459343.7431597,30.0,20210509243160,2.08947,1.111,21.0098,165.8105506029,38.11709087815
165.81647215,38.11524774,0,713,3,1,8,1,zg,2021-05-10 06:13:09.774+00,2459344.7591319,30.0,20210510259132,2.26581,1.166,21.0895,165.8164173626,38.11520550963
165.79561441,38.10427939,0,713,3,1,8,1,zg,2021-05-12 08:28:47.079+00,2459346.8533218,30.0,20210512353310,2.13699,1.873,20.5272,165.795579153,38.10425356899
165.79622371,38.10076401,0,713,3,1,8,1,zg,2021-05-12 08:52:36.256+00,2459346.8698611,30.0,20210512369850,2.1551,2.128,20.3399,165.7962015914,38.10075635084
165.80608868,38.11905694,0,713,3,1,8,1,zg,2021-05-14 05:24:32.62+00,2459348.7253704,30.0,20210514225370,1.84455,1.101,21.1977,165.8060465794,38.11901702309
165.81519965,38.12143166,0,713,3,1,8,1,zg,2021-05-16 04:40:48.635+00,2459350.695,30.0,20210516195000,3.79099,1.052,20.3802,165.8151526085,38.12140419469
165.81113477,38.12121188,0,713,3,1,8,1,zg,2021-05-16 04:51:39.953+00,2459350.7025347,30.0,20210516202535,3.38666,1.065,20.5696,165.8110944982,38.12117810335
165.80951381,38.11992398,0,713,3,1,8,1,zg,2021-05-19 05:14:43.595+00,2459353.7185532,30.0,20210519218553,1.96983,1.118,20.4962,165.8094607542,38.11988640077
165.81005927,38.1195816,0,713,3,1,8,1,zg,2021-05-19 05:16:04.277+00,2459353.7194907,30.0,20210519219491,2.36807,1.121,20.2796,165.8100168092,38.11954614276
165.81968037,38.12149692,0,713,3,1,8,1,zg,2021-05-20 04:24:00.28+00,2459354.6833333,30.0,20210520183299,2.30145,1.051,20.2754,165.8196189217,38.12145761725
165.80693937,38.1163944,0,713,3,1,8,1,zg,2021-05-21 06:24:01.984+00,2459355.7666782,30.0,20210521266482,2.90765,1.329,19.6683,165.8068860803,38.11635897629
165.80631001,38.1163149,4194304,713,3,1,8,1,zg,2021-05-21 06:25:22.858+00,2459355.7676157,30.0,20210521267616,3.03834,1.335,19.4717,165.8062645335,38.11628950971
165.81018295,38.12757638,0,713,3,1,8,1,zg,2021-05-22 04:51:21.446+00,2459356.7023264,30.0,20210522202326,3.13237,1.098,19.6084,165.8101338741,38.12753870085
165.8074636,38.12525728,0,713,3,1,8,1,zg,2021-05-24 05:51:20.378+00,2459358.7439815,30.0,20210524243947,2.88193,1.257,19.439,165.8074175531,38.12523522943
165.80431616,38.12652385,0,713,3,1,8,1,zg,2021-05-24 05:52:41.692+00,2459358.744919,30.0,20210524244919,2.35046,1.261,19.6963,165.8042558239,38.12649027217
165.80184286,38.11491952,0,713,3,1,8,1,zg,2021-05-27 06:11:40.093+00,2459361.7581019,30.0,20210527258009,2.20613,1.375,19.6986,165.8017996395,38.11489330378
165.80290007,38.11435755,0,713,3,1,8,1,zg,2021-05-27 06:13:00.841+00,2459361.7590278,30.0,20210527259028,2.175,1.38,19.6969,165.8028533481,38.11431417934
165.81166417,38.11644502,0,713,3,1,8,1,zg,2021-05-29 05:12:55.36+00,2459363.7173032,30.0,20210529217269,2.379,1.202,20.7976,165.8116083494,38.11640856157
165.80526327,38.11760669,0,713,3,1,8,1,zg,2021-05-29 05:21:04.065+00,2459363.7229514,30.0,20210529222951,2.12557,1.225,20.9101,165.805207825,38.1175724149
165.82066709,38.11752391,0,713,3,1,8,1,zg,2021-05-31 04:43:06.624+00,2459365.6965972,30.0,20210531196563,2.07802,1.149,21.0019,165.8206158477,38.11748381706
165.80632985,38.11022812,0,713,3,1,8,1,zg,2021-06-01 05:54:57.069+00,2459366.7464931,30.0,20210601246481,2.09547,1.387,20.7775,165.806304403,38.11020401534
165.80470353,38.11026124,0,713,3,1,8,1,zg,2021-06-02 05:47:36.069+00,2459367.7413889,30.0,20210602241377,1.98272,1.373,20.8488,165.8046746311,38.11023188753
165.81240682,38.10795746,0,713,3,1,8,1,zg,2021-06-04 05:19:52.504+00,2459369.7221296,30.0,20210604222130,1.88136,1.296,21.0248,165.8123652602,38.1079332092
165.80422768,38.10943964,0,713,3,1,8,1,zg,2021-06-08 06:22:32.562+00,2459373.7656481,30.0,20210608265625,3.01903,1.705,20.4598,165.8041803213,38.10940573246
165.81763334,38.10319548,0,713,3,1,8,1,zg,2021-06-20 04:47:53.564+00,2459385.699919,30.0,20210620199919,2.84207,1.422,19.5791,165.8175701476,38.10316156703
165.81875434,38.10576925,0,713,3,1,8,1,zg,2021-10-22 12:15:42.709+00,2459510.0109028,30.0,20211022510903,2.1989,1.688,19.7402,165.8187045763,38.10573551418
165.81414085,38.11377933,0,713,3,1,8,1,zg,2021-10-25 11:51:55.854+00,2459512.9943866,30.0,20211025494387,2.72155,1.782,19.799,165.8140868538,38.11374197329
165.821375,38.11381781,0,713,3,1,8,1,zg,2021-11-04 12:23:21+00,2459523.0162037,30.0,20211104516204,2.23871,1.362,21.0024,165.8213264361,38.11377989223
165.82283607,38.11323743,0,713,3,1,8,1,zg,2021-11-06 12:54:37.872+00,2459525.0379282,30.0,20211106537928,2.2318,1.226,21.0124,165.8227852713,38.1132056447
165.81734023,38.11191217,0,713,3,1,8,1,zg,2021-11-08 11:22:51.216+00,2459526.9742014,30.0,20211108474190,3.00812,1.593,20.6415,165.8172964069,38.11187447949
165.81796324,38.11189951,0,713,3,1,8,1,zg,2021-11-10 12:35:51.935+00,2459529.0248958,30.0,20211110524896,3.12201,1.235,20.7288,165.8179233419,38.11185870047
165.81758777,38.09820714,100663304,713,3,1,8,1,zg,2021-11-12 10:21:50.486+00,2459530.9318287,30.0,20211112431806,6.4597,1.961,19.4474,165.8175286935,38.09821499851
165.8248952,38.1135544,0,713,3,1,8,1,zg,2021-11-14 12:25:48.03+00,2459533.0179051,30.0,20211114517905,2.39976,1.219,20.8466,165.8248396084,38.11351614341
165.81626763,38.10254575,67108864,713,3,1,8,1,zg,2021-11-18 10:11:56.556+00,2459536.9249537,30.0,20211118424954,2.76947,1.83,18.5442,165.8162289139,38.10252109198
165.81804334,38.11421388,0,713,3,1,8,1,zg,2021-11-19 11:14:56.993+00,2459537.9687037,30.0,20211119468669,2.51835,1.403,18.6939,165.8180019484,38.11418696887
165.81393083,38.10865184,0,713,3,1,8,1,zg,2021-11-20 09:54:12.58+00,2459538.9126389,30.0,20211120412627,2.76167,1.922,19.2728,165.8138950889,38.10863654895
165.81421426,38.11279846,0,713,3,1,8,1,zg,2021-11-22 10:26:20.31+00,2459540.9349537,30.0,20211122434942,2.83034,1.602,19.5305,165.8141528704,38.11275316805
