#Table: J/MNRAS/402/620/table7.dat (http://cdsarc.cds.unistra.fr)
---------------------------------------------------------------------------------------------------------------------
S                       |      |     |    |   |     |     |    |    |     |    |    |    | M|    |    |         |
o                       |      |     |   P| Fi|     |    e|    |  e_|     |   e|    |   e|Ty|    |  e_|         |   N
l    SDSS               |Type  |  MJD|late|ber| Teff|_Teff|logg|logg|  Mwd|_Mwd| dwd|_dwd|pe|dsec|dsec|Flag     |otes
------------------------|------|-----|----|---|-----|-----|----|----|-----|----|----|----|--|----|----|---------|----
0SDSSJ161746.16+425829.3|DA/K  |52374| 815|301| 8573|  479|9.14|0.46| 1.27|0.22| 105|  61|-1|   0|   0|s/h      |
1SDSSJ161837.40+002524.8|WD/K  |51693| 346|502|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s/e/h    |
0SDSSJ161837.40+002524.8|WD/K  |51693| 346|502|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s/e/h    |
1SDSSJ161914.45+261147.9|(WD/M)|53496|1576|187|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1827| 435|         |
0SDSSJ161914.45+261147.9|(WD/M)|53496|1576|187|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1827| 435|         |
1SDSSJ161931.74+005730.9|DA/M  |51693| 346|576| 9081|  134|7.86|0.32| 0.52|0.20| 185|  35| 8|  94|  38|s/e/h    |12
0SDSSJ161931.74+005730.9|DA/M  |51693| 346|576|19416| 1605|6.52|0.30| 0.17|0.06|1145| 178| 8|  94|  38|s/e/h    |
1SDSSJ161941.93+253314.9|DA/M  |53496|1576|132|25891| 1447|7.30|0.20| 0.36|0.06| 827| 124|-1|   0|   0|         |
0SDSSJ161941.93+253314.9|DA/M  |53496|1576|132| 9293|  143|8.69|0.18| 1.03|0.11|  88|  12|-1|   0|   0|         |
1SDSSJ162007.01+061738.9|WD/M  |53501|1732| 85|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 419|  83|         |
0SDSSJ162007.01+061738.9|WD/M  |53501|1732| 85|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 419|  83|         |
1SDSSJ162051.70+343815.3|DA/M  |52522|1057|195| 7049|13871|6.91|1.38| 0.18|0.60| 221| 126| 3| 266|  52|         |
0SDSSJ162051.70+343815.3|DA/M  |52522|1057|195|31488| 1980|5.00|0.13|-0.12|0.03|4269| 171| 3| 266|  52|         |
1SDSSJ162324.05+343647.7|DA/M  |52522|1057|150| 7910|   64|8.57|0.15| 0.96|0.09|  43|   5| 9|  35|   1|s/e/h    |
0SDSSJ162324.05+343647.7|DA/M  |52522|1057|150|29387|  668|5.43|0.13|-0.03|0.03|1481|  66| 9|  35|   1|s/e/h    |
1SDSSJ162329.50+355427.2|DB/M  |52522|1057|613|15730|   39|9.00|0.00| 0.00|0.00|   0|   0| 3| 579| 114|s/e/h    |
1SDSSJ162351.64+403211.3|DA/M  |52759|1172|378|43969| 2124|7.93|0.20| 0.64|0.11| 574|  82| 6| 410| 189|s/e      |
0SDSSJ162351.64+403211.3|DA/M  |52759|1172|378| 7910|   82|9.50|0.03| 1.46|0.01|  17|   2| 6| 410| 189|s/e      |
1SDSSJ162408.06+364858.5|DA/M  |52765|1338|333|23886|  638|7.90|0.09| 0.58|0.05| 309|  19| 3| 287|  57|s/e/h    |
0SDSSJ162408.06+364858.5|DA/M  |52765|1338|333|10189|  106|9.11|0.07| 1.25|0.04|  44|   4| 3| 287|  57|s/e/h    |
1SDSSJ162425.19-010902.0|DA/M  |52000| 364|206|17106| 2125|7.88|0.49| 0.55|0.30| 867| 255| 3|1371| 270|s/e/h    |
0SDSSJ162425.19-010902.0|DA/M  |52000| 364|206|11433| 1012|8.75|0.51| 1.07|0.27| 288| 124| 3|1371| 270|s/e/h    |
1SDSSJ162431.66-002248.2|DA/M  |52000| 364|181|22037|  771|7.96|0.13| 0.61|0.08| 443|  39| 3| 602| 119|s/e/h    |
0SDSSJ162431.66-002248.2|DA/M  |52000| 364|181|10427|  165|9.01|0.13| 1.20|0.07|  81|  11| 3| 602| 119|s/e/h    |
1SDSSJ162444.42+120825.8|DA/M  |53881|2530|151|18330| 2546|7.17|0.52| 0.30|0.16|1168| 380| 4|1751| 516|h        |
0SDSSJ162444.42+120825.8|DA/M  |53881|2530|151| 9958|  494|8.17|0.77| 0.71|0.47| 297| 139| 4|1751| 516|h        |
1SDSSJ162449.00+321702.0|DA/M  |53239|1684| 81|85734| 6279|7.97|0.24| 0.75|0.11| 397|  76| 1| 458|  90|s/h      |
0SDSSJ162449.00+321702.0|DA/M  |53239|1684| 81| 6655|20677|9.50|2.25| 1.46|0.92|   7|  23| 1| 458|  90|s/h      |
1SDSSJ162541.39+163512.0|WD/M  |53880|2208|412|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1904| 256|         |
0SDSSJ162541.39+163512.0|WD/M  |53880|2208|412|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1904| 256|         |
1SDSSJ162558.25+351035.7|DA/K  |52522|1057|584|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
0SDSSJ162558.25+351035.7|DA/K  |52522|1057|584|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
1SDSSJ162648.55+232603.9|DA/M  |53226|1573| 90|44994| 2740|8.02|0.24| 0.69|0.13| 705| 120| 2| 777| 185|s/h      |
0SDSSJ162648.55+232603.9|DA/M  |53226|1573| 90| 7819|15519|9.50|2.12| 1.46|0.95|  22|  67| 2| 777| 185|s/h      |
1SDSSJ162652.19+141522.4|DA/M  |53566|2202|559|10427|  606|7.28|0.90| 0.29|0.43| 618| 276| 2| 474| 113|         |
0SDSSJ162652.19+141522.4|DA/M  |53566|2202|559|14899| 2107|6.97|0.56| 0.24|0.14|1254| 418| 2| 474| 113|         |
1SDSSJ162700.30+161317.0|DC/M  |53880|2208|504|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 666| 131|         |
1SDSSJ162800.64+290058.6|DA/M  |53149|1421|153|17912| 1378|7.91|0.29| 0.57|0.17| 539|  96| 3| 835| 164|s/e/h    |
0SDSSJ162800.64+290058.6|DA/M  |53149|1421|153|11433| 6207|8.47|0.95| 0.90|0.51| 219| 143| 3| 835| 164|s/e/h    |
1SDSSJ162823.63+244159.7|DA/M  |53476|1574| 37|32222| 2240|7.65|0.50| 0.49|0.25|1645| 503| 1|1191| 233|s        |4
0SDSSJ162823.63+244159.7|DA/M  |53476|1574| 37| 8977|  455|9.28|0.37| 1.34|0.18|  95|  55| 1|1191| 233|s        |
1SDSSJ163008.84+130238.8|DA/M  |53915|2203|238|16717| 2545|7.55|0.59| 0.40|0.30| 952| 313| 4| 960| 283|h        |
0SDSSJ163008.84+130238.8|DA/M  |53915|2203|238|10793|  891|8.21|0.96| 0.73|0.55| 390| 225| 4| 960| 283|h        |
1SDSSJ163014.50+125214.1|DA/M  |53915|2203|198|27425|  743|7.90|0.13| 0.59|0.07| 498|  43| 4| 756| 223|h        |
0SDSSJ163014.50+125214.1|DA/M  |53915|2203|198| 9619|  125|9.21|0.10| 1.31|0.05|  53|   7| 4| 756| 223|h        |
1SDSSJ163020.19+305254.5|WD/M  |53463|1685|496|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 317|  62|         |
0SDSSJ163020.19+305254.5|WD/M  |53463|1685|496|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 317|  62|         |
1SDSSJ163209.00+002629.8|DA/K: |51696| 348|422|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|2160| 291|         |
0SDSSJ163209.00+002629.8|DA/K: |51696| 348|422|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|2160| 291|         |
1SDSSJ163209.00+002629.8|DA/K: |51671| 348|436|18330| 2592|8.31|0.57| 0.81|0.33| 604| 229| 0|2144| 289|         |
0SDSSJ163209.00+002629.8|DA/K: |51671| 348|436|13904| 5667|8.86|0.96| 1.13|0.50| 301| 268| 0|2144| 289|         |
1SDSSJ163214.52+175849.6|WD/K  |53558|2207|454|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ163214.52+175849.6|WD/K  |53558|2207|454|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ163340.83+133417.0|DA/K: |53907|2209|119|11699| 3711|7.11|1.40| 0.25|0.67|1247| 773| 0|1844| 248|s        |
0SDSSJ163340.83+133417.0|DA/K: |53907|2209|119|11699| 3712|7.14|1.40| 0.26|0.69|1215| 756| 0|1844| 248|s        |
1SDSSJ163340.83+133417.0|DA/K: |53877|2204|476|13904| 3725|8.23|0.91| 0.75|0.52| 613| 341| 0|1528| 206|s        |
0SDSSJ163340.83+133417.0|DA/K: |53877|2204|476|12110| 2773|8.52|0.61| 0.93|0.33| 426| 187| 0|1528| 206|s        |
1SDSSJ163459.43+311235.6|DA/M  |52781|1340|248|26494| 3724|7.68|0.57| 0.48|0.31|1092| 368| 2|1751| 417|s/e/h    |
0SDSSJ163459.43+311235.6|DA/M  |52781|1340|248| 9509|  671|8.79|0.72| 1.09|0.37| 173| 108| 2|1751| 417|s/e/h    |
1SDSSJ163611.61+195234.5|WD/K  |53224|1659| 95|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s        |
0SDSSJ163611.61+195234.5|WD/K  |53224|1659| 95|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s        |
1SDSSJ163708.04+474600.0|DA/M  |52144| 627|589|13904|  644|7.72|0.11| 0.46|0.05| 280|  19| 8| 155|  63|s/e      |
0SDSSJ163708.04+474600.0|DA/M  |52144| 627|589|12828| 1214|7.76|0.19| 0.48|0.10| 252|  28| 8| 155|  63|s/e      |
1SDSSJ163721.87+312918.1|DA/M  |52786|1341|304|23076| 2831|8.13|0.42| 0.71|0.26| 669| 186| 4| 930| 274|s/e/h    |
0SDSSJ163721.87+312918.1|DA/M  |52786|1341|304|10307|  504|9.24|0.32| 1.32|0.16|  95|  44| 4| 930| 274|s/e/h    |
1SDSSJ163725.76+251027.3|DA/M  |52824|1409| 18|16717| 4102|8.14|0.71| 0.70|0.42| 459| 201| 3| 457|  90|s/e/h    |
0SDSSJ163725.76+251027.3|DA/M  |52824|1409| 18|12250| 4188|8.54|0.74| 0.95|0.40| 244| 131| 3| 457|  90|s/e/h    |
1SDSSJ163806.19+363557.5|DA/M  |53532|2185|400|27425| 1663|7.60|0.28| 0.45|0.12|1595| 294| 3|1548| 305|re/s     |
0SDSSJ163806.19+363557.5|DA/M  |53532|2185|400| 9293|  267|8.84|0.29| 1.11|0.16| 174|  46| 3|1548| 305|s        |
1SDSSJ163824.77+292701.2|DA/M  |53472|1686|416|19193|  803|7.40|0.17| 0.36|0.06| 532|  65| 5| 387| 198|s/h      |
0SDSSJ163824.77+292701.2|DA/M  |53472|1686|416|10189|  165|8.43|0.17| 0.88|0.11| 126|  16| 5| 387| 198|s/h      |
1SDSSJ163831.67+292236.8|DA/M  |53472|1686|414|21535| 1096|7.71|0.19| 0.48|0.09| 554|  68| 4| 894| 263|s/h      |
0SDSSJ163831.67+292236.8|DA/M  |53472|1686|414|10189|  204|8.83|0.18| 1.11|0.10| 103|  16| 4| 894| 263|s/h      |
1SDSSJ163841.67+334302.1|DA/M  |52767|1339| 92| 9844|  297|7.85|0.49| 0.51|0.30| 249|  70|-1|   0|   0|re       |2
0SDSSJ163841.67+334302.1|DA/M  |52767|1339| 92|16336| 1382|6.82|0.37| 0.22|0.08| 884| 196|-1|   0|   0|         |
1SDSSJ164119.14+350425.1|DC/M  |53532|2185| 85|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 8|  59|  24|re/s     |
1SDSSJ164129.09+210610.2|DA/M  |53168|1569|347|14899| 2278|7.14|0.57| 0.28|0.18|1026| 346| 3|1854| 365|s/e/h    |
0SDSSJ164129.09+210610.2|DA/M  |53168|1569|347|10548| 4140|7.42|1.06| 0.33|0.58| 592| 302| 3|1854| 365|s/e/h    |
1SDSSJ164131.77+212727.2|WD/M  |53149|1570|178|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 258|  51|         |
0SDSSJ164131.77+212727.2|WD/M  |53149|1570|178|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 258|  51|         |
1SDSSJ164205.84+382218.1|DA/M  |52395| 818|446|42969| 2980|7.73|0.30| 0.55|0.14|1056| 217| 3|1395| 275|s/e/h    |
0SDSSJ164205.84+382218.1|DA/M  |52395| 818|446| 8001|  145|9.50|0.05| 1.46|0.00|  27|   4| 3|1395| 275|s/e/h    |
1SDSSJ164303.06+271119.5|WD/K  |53475|1690|264|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ164303.06+271119.5|WD/K  |53475|1690|264|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ164447.28+422851.5|DA/M  |52083| 628|596|12681| 1348|7.49|0.41| 0.36|0.19| 578| 136| 4| 817| 241|s/e/h    |
0SDSSJ164447.28+422851.5|DA/M  |52083| 628|596|12392| 1392|7.54|0.43| 0.38|0.21| 512| 123| 4| 817| 241|s/e/h    |
1SDSSJ164612.52+232408.8|DA/M  |53135|1414|144|22037| 1381|8.06|0.22| 0.66|0.13| 534|  79| 2| 976| 232|e/h      |
0SDSSJ164612.52+232408.8|DA/M  |53135|1414|144|10670|  380|9.11|0.21| 1.25|0.11| 109|  28| 2| 976| 232|e/h      |
1SDSSJ164615.60+422349.2|DA/M  |52083| 628|629|17707|  718|7.87|0.15| 0.55|0.09| 389|  37| 5| 300| 153|s/e/a/h  |
0SDSSJ164615.60+422349.2|DA/M  |52083| 628|629|11302|  363|8.53|0.17| 0.94|0.10| 146|  19| 5| 300| 153|s/e/a/h  |
1SDSSJ164750.42+250144.6|DA/M  |53135|1414|529|14228| 2093|8.37|0.36| 0.84|0.21| 278|  70| 4| 385| 113|s/e/h    |
0SDSSJ164750.42+250144.6|DA/M  |53135|1414|529|15964| 1193|8.26|0.22| 0.78|0.14| 344|  55| 4| 385| 113|s/e/h    |
1SDSSJ164757.73+371812.1|WD/M  |52409| 819|397|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 844| 165|h        |
0SDSSJ164757.73+371812.1|WD/M  |52409| 819|397|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 844| 165|h        |
1SDSSJ164757.73+371812.1|WD/M  |52395| 818| 21|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 761| 149|h        |
0SDSSJ164757.73+371812.1|WD/M  |52395| 818| 21|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 761| 149|h        |
1SDSSJ164757.97+360147.6|DA/K  |52409| 819|255|52258|12520|7.09|0.71| 0.39|0.21|3055|1387|-1|   0|   0|s/e/h    |
0SDSSJ164757.97+360147.6|DA/K  |52409| 819|255| 7297|21097|9.50|2.25| 1.46|0.98|  32| 108|-1|   0|   0|s/e/h    |
1SDSSJ164812.36+281123.1|DA/M  |53260|1691|328|13432| 3720|8.04|0.88| 0.63|0.52| 616| 311| 4| 668| 197|s        |
0SDSSJ164812.36+281123.1|DA/M  |53260|1691|328|15601| 2339|8.00|0.56| 0.61|0.35| 778| 266| 4| 668| 197|s        |
1SDSSJ164906.33+385833.4|DA/M  |52050| 630|132|31853| 2445|7.40|0.55| 0.41|0.22|1859| 640| 1| 921| 180|h        |
0SDSSJ164906.33+385833.4|DA/M  |52050| 630|132| 8673|  434|8.94|0.61| 1.16|0.32| 132|  80| 1| 921| 180|h        |
1SDSSJ165005.16+390426.3|DA/M  |52050| 630| 83|29727| 1010|8.05|0.24| 0.67|0.14| 660| 108| 3| 777| 153|s/e/h    |
0SDSSJ165005.16+390426.3|DA/M  |52050| 630| 83| 9619|  256|9.50|0.20| 1.46|0.09|  44|  21| 3| 777| 153|s/e/h    |
1SDSSJ165112.43+415139.1|DA/M  |52079| 631|474|49335| 6797|7.80|0.47| 0.60|0.24|1368| 427| 0|1259| 170|s/e/h    |
0SDSSJ165112.43+415139.1|DA/M  |52079| 631|474| 7729|15179|9.50|2.25| 1.46|0.99|  34| 115| 0|1259| 170|s/e/h    |
1SDSSJ165149.79+295600.6|DA/M  |52793|1342|590|33740| 1406|7.74|0.28| 0.53|0.14|1094| 207| 4|1153| 339|s/e/h    |
0SDSSJ165149.79+295600.6|DA/M  |52793|1342|590| 8573|  242|9.18|0.27| 1.29|0.13|  73|  27| 4|1153| 339|s/e/h    |
1SDSSJ165516.51+195640.2|DA/M  |53169|1568|551|18120| 3063|7.57|0.62| 0.41|0.32|1097| 378| 4|1385| 408|s/e/h    |
0SDSSJ165516.51+195640.2|DA/M  |53169|1568|551|10670| 1212|8.18|0.91| 0.72|0.53| 439| 239| 4|1385| 408|s/e/h    |
1SDSSJ165545.07+184849.3|DA/M  |53169|1568|  9|18756| 2718|7.89|0.61| 0.56|0.37| 752| 271| 3|1096| 216|s/e/h    |
0SDSSJ165545.07+184849.3|DA/M  |53169|1568|  9|11302| 7024|8.62|1.26| 0.99|0.66| 254| 242| 3|1096| 216|s/e/h    |
1SDSSJ170106.10+342533.5|DA/M  |52427| 974|396| 7214|  566|5.06|1.57|-0.28|0.39| 738| 308| 7| 183| 101|s/e/h    |
0SDSSJ170106.10+342533.5|DA/M  |52427| 974|396|25595| 5087|5.00|0.46|-0.12|0.10|5391| 739| 7| 183| 101|s/e/h    |
1SDSSJ170127.36+253302.6|DA/M  |53473|1692| 31|10793|  328|8.68|0.20| 1.03|0.11| 133|  22| 3| 259|  51|re       |
0SDSSJ170127.36+253302.6|DA/M  |53473|1692| 31|18756|  911|7.84|0.19| 0.53|0.11| 432|  52| 3| 259|  51|         |
1SDSSJ170328.68+234019.6|WD/M  |53260|1687|167|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 994| 195|         |
0SDSSJ170328.68+234019.6|WD/M  |53260|1687|167|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 994| 195|         |
1SDSSJ170439.64+222807.6|(WD/M)|53462|1688|253|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 321|  63|         |
0SDSSJ170439.64+222807.6|(WD/M)|53462|1688|253|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 321|  63|         |
1SDSSJ170459.70+384432.9|DA/M  |52079| 633| 65|20331|  767|7.92|0.15| 0.58|0.08| 386|  36| 3| 680| 134|s/e/a/h  |
0SDSSJ170459.70+384432.9|DA/M  |52079| 633| 65|10670|  200|8.97|0.16| 1.18|0.08|  91|  15| 3| 680| 134|s/e/a/h  |
1SDSSJ170509.65+210904.4|DA/M  |52913|1425|510|23613|  693|7.78|0.10| 0.52|0.05| 383|  25| 5| 276| 141|s/e/h    |
0SDSSJ170509.65+210904.4|DA/M  |52913|1425|510| 9958|  104|8.97|0.10| 1.18|0.06|  59|   6| 5| 276| 141|s/e/h    |
1SDSSJ170528.73+195348.0|DC:/M |52913|1425| 53|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1685| 330|s/e/h    |
0SDSSJ170528.73+195348.0|DC:/M |52913|1425| 53|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1685| 330|s/e/h    |
1SDSSJ170618.17+230838.5|DA/M  |53462|1688|169|20566| 2438|7.40|0.44| 0.36|0.17| 943| 258| 4| 908| 267|h        |
0SDSSJ170618.17+230838.5|DA/M  |53462|1688|169| 9958|  391|8.60|0.41| 0.98|0.23| 185|  58| 4| 908| 267|h        |
1SDSSJ170624.93+232815.4|DA/M  |53260|1687|114| 9081|  517|8.59|0.79| 0.97|0.42| 132|  77| 5| 319| 163|s/h      |
0SDSSJ170624.93+232815.4|DA/M  |53260|1687|114|26801| 3252|7.58|0.74| 0.44|0.39| 910| 378| 5| 319| 163|s/h      |
1SDSSJ170659.07+214211.6|DA/M  |53177|1689|228|14393| 1069|7.62|0.25| 0.42|0.12| 472|  70| 5| 630| 322|s/e/h    |
0SDSSJ170659.07+214211.6|DA/M  |53177|1689|228|12110| 2215|7.80|0.45| 0.50|0.27| 356|  92| 5| 630| 322|s/e/h    |
1SDSSJ170729.68+225721.8|DA/M  |53462|1688|159|19193| 3717|7.47|0.70| 0.38|0.34|1268| 487| 3|1057| 208|h        |
0SDSSJ170729.68+225721.8|DA/M  |53462|1688|159| 9958|  803|8.18|1.02| 0.71|0.59| 385| 232| 3|1057| 208|h        |
1SDSSJ170843.52+215829.0|DA/M  |53177|1689|165|29727| 4620|9.25|0.49| 1.33|0.24| 504| 365| 1|1953| 382|s/e      |
0SDSSJ170843.52+215829.0|DA/M  |53177|1689|165|17505|  280|9.50|0.03| 1.46|0.01| 193|  15| 1|1953| 382|s/e      |
1SDSSJ170849.16+331223.7|WD/M  |52427| 974| 88|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 816| 161|         |4
0SDSSJ170849.16+331223.7|WD/M  |52427| 974| 88|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 816| 161|         |
1SDSSJ170947.12+293111.8|DA/M  |52410| 977|388|16717| 1431|7.61|0.34| 0.42|0.16| 714| 143| 4| 470| 139|s/e/h    |
0SDSSJ170947.12+293111.8|DA/M  |52410| 977|388|11045|  632|8.27|0.41| 0.77|0.26| 292|  80| 4| 470| 139|s/e/h    |
1SDSSJ171133.06+623314.8|DA/K  |51695|0351|602|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ171133.06+623314.8|DA/K  |51695|0351|602|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ171145.42+555444.4|DA/M  |51997| 367|356|34526|  594|7.63|0.12| 0.49|0.05| 819|  74| 4| 563| 166|s/e/a/h  |
0SDSSJ171145.42+555444.4|DA/M  |51997| 367|356| 8475|   84|9.26|0.11| 1.33|0.05|  36|   6| 4| 563| 166|s/e/a/h  |
1SDSSJ171145.42+555444.4|DA/M  |51813| 357|341|34926|  983|7.72|0.18| 0.53|0.08| 729|  94| 4| 616| 182|s/e/a/h  |
0SDSSJ171145.42+555444.4|DA/M  |51813| 357|341| 8475|  147|9.50|0.13| 1.46|0.04|  22|   8| 4| 616| 182|s/e/a/h  |
1SDSSJ171301.84+625135.8|DA/M  |51789| 352|229|20331| 1944|7.73|0.35| 0.49|0.19| 733| 155| 2| 891| 212|s/e/h    |
0SDSSJ171301.84+625135.8|DA/M  |51789| 352|229|10307|  388|8.81|0.37| 1.10|0.19| 153|  50| 2| 891| 212|s/e/h    |
1SDSSJ171411.14+294508.2|DA/M  |52410| 977|533|22811| 3565|8.34|0.57| 0.84|0.32| 811| 311| 4|1669| 492|s/e/h    |
0SDSSJ171411.14+294508.2|DA/M  |52410| 977|533|15071| 9954|9.25|1.21| 1.33|0.61| 235|  57| 4|1669| 492|s/e/h    |
1SDSSJ171435.74+272539.8|DA/M  |52427| 979|347|33354| 1411|7.48|0.31| 0.44|0.12|1183| 255| 1|1147| 225|s/e/h    |
0SDSSJ171435.74+272539.8|DA/M  |52427| 979|347| 8573|  283|9.10|0.33| 1.25|0.16|  71|  29| 1|1147| 225|s/e/h    |
1SDSSJ171611.13+544346.4|DA/M  |51997| 367|288|18974|  741|7.90|0.15| 0.57|0.09| 539|  52| 3| 672| 132|s/e/a/h  |
0SDSSJ171611.13+544346.4|DA/M  |51997| 367|288|11173|  327|8.72|0.17| 1.05|0.10| 168|  24| 3| 672| 132|s/e/a/h  |
1SDSSJ171611.13+544346.4|DA/M  |51813| 357|295|20331| 1521|8.02|0.28| 0.64|0.17| 552| 101| 3| 662| 130|s/e/a/h  |
0SDSSJ171611.13+544346.4|DA/M  |51813| 357|295|10918|  503|9.02|0.33| 1.21|0.17| 132|  47| 3| 662| 130|s/e/a/h  |
1SDSSJ171633.20+571859.1|DA/K  |51788| 355|174|36154| 4232|6.62|0.66| 0.24|0.15|3619|1341|-1|   0|   0|h        |8
0SDSSJ171633.20+571859.1|DA/K  |51788| 355|174| 7382|  566|7.40|1.61| 0.31|0.89| 241| 167|-1|   0|   0|h        |
1SDSSJ171707.20+594550.0|DA/M  |51703| 353|586|21535|  882|7.76|0.14| 0.50|0.07| 510|  47| 6| 519| 240|s/e      |4
0SDSSJ171707.20+594550.0|DA/M  |51703| 353|586|10307|  168|8.88|0.15| 1.13|0.09|  93|  13| 6| 519| 240|s/e      |
1SDSSJ171810.15+610114.0|DA/M  |51792| 354|427|18120|  738|7.82|0.16| 0.52|0.09| 341|  34| 4| 464| 137|s/e/a    |
0SDSSJ171810.15+610114.0|DA/M  |51792| 354|427|10918|  305|8.61|0.20| 0.99|0.12| 116|  18| 4| 464| 137|s/e/a    |
1SDSSJ171955.22+625106.8|DA/M  |51789| 352|171|15246| 1359|8.03|0.28| 0.63|0.18| 452|  82| 5| 403| 206|s/e/a/h  |
0SDSSJ171955.22+625106.8|DA/M  |51789| 352|171|13588| 2336|8.11|0.45| 0.68|0.29| 399| 115| 5| 403| 206|s/e/a/h  |
1SDSSJ172008.58+565211.8|DA/M  |51813| 357|443|20566| 6629|8.78|0.75| 1.09|0.38| 529| 343| 3| 649| 128|s/e/a/h  |
0SDSSJ172008.58+565211.8|DA/M  |51813| 357|443|15782| 7017|9.31|0.79| 1.36|0.40| 232| 174| 3| 649| 128|s/e/a/h  |
1SDSSJ172008.58+565211.8|DA/M  |51997| 367|525|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s/e/a/h  |8
0SDSSJ172008.58+565211.8|DA/M  |51997| 367|525|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s/e/a/h  |
1SDSSJ172043.87+560109.3|DA/M  |51997| 367|464|12976|  448|7.60|0.16| 0.41|0.07| 600|  59| 2| 415|  99|s/h      |
0SDSSJ172043.87+560109.3|DA/M  |51997| 367|464|12681|  729|7.69|0.26| 0.44|0.13| 563|  84| 2| 415|  99|s/h      |
1SDSSJ172043.87+560109.3|DA/M  |51813| 357|461|12976|  625|7.64|0.23| 0.42|0.11| 570|  78| 2| 420| 100|s/h      |
0SDSSJ172043.87+560109.3|DA/M  |51813| 357|461|12681|  762|7.69|0.28| 0.44|0.15| 551|  89| 2| 420| 100|s/h      |
1SDSSJ172045.09+635031.7|DA/M  |51691| 350|  7|14560|  865|7.59|0.21| 0.41|0.10| 424|  55| 6| 474| 219|s/e      |
0SDSSJ172045.09+635031.7|DA/M  |51691| 350|  7|11699|  448|8.02|0.26| 0.62|0.17| 256|  42| 6| 474| 219|s/e      |
1SDSSJ172211.68+281538.6|DA/M  |53888|2193|367|44994| 1191|7.79|0.11| 0.58|0.05| 681|  54| 3|1705| 336|s/e/h    |
0SDSSJ172211.68+281538.6|DA/M  |53888|2193|367| 7819|21931|9.50|2.25| 1.46|1.00|  18|  60| 3|1705| 336|s/e/h    |
1SDSSJ172211.69+281538.8|DA/M  |52427| 979|567|43466| 1542|7.80|0.16| 0.58|0.07| 639|  72| 4|1201| 354|s/e/h    |
0SDSSJ172211.69+281538.8|DA/M  |52427| 979|567| 7910|13835|9.50|2.25| 1.46|1.01|  17|  57| 4|1201| 354|s/e/h    |
1SDSSJ172405.37+620501.5|DA/M  |51789| 352| 87|14899|  761|7.98|0.14| 0.60|0.09| 272|  25| 9| 130|   5|         |
0SDSSJ172405.37+620501.5|DA/M  |51789| 352| 87|13432| 1548|8.04|0.27| 0.63|0.17| 226|  39| 9| 130|   5|         |
